id,per_square_meter_price
COL_315976,22548.227614097974
COL_315977,22821.598493534602
COL_316014,34403.55509846975
COL_316015,52172.672217638225
COL_316017,48719.41123972839
COL_316021,43024.954179315784
COL_316022,33765.564319360885
COL_316023,41467.526436996224
COL_316024,46151.67631852768
COL_316025,46668.54170633226
COL_316150,54790.87821629215
COL_316180,49154.8872544665
COL_316181,39616.15062089433
COL_316289,53376.47522476423
COL_316308,39819.868969068986
COL_316323,28460.296097676142
COL_316387,21283.706451165534
COL_316388,21283.706451165534
COL_316389,23864.121087911186
COL_316390,21366.409388128133
COL_316392,20270.211297383245
COL_316423,21447.17943668681
COL_316446,50115.65114079992
COL_316448,53820.77266383593
COL_316562,32052.529248586656
COL_316629,37373.044006385244
COL_316720,53070.63301798989
COL_316897,132756.67293335774
COL_316942,27720.71072359122
COL_317174,35583.827049581094
COL_317405,58283.896308526135
COL_317423,40473.63505484203
COL_317789,27763.429887791917
COL_317930,61813.08680873745
COL_318181,51069.915717629294
COL_318209,52146.80219434758
COL_318336,23018.527913189548
COL_318357,29259.341281874298
COL_318384,40613.69528047716
COL_318425,40940.20157120651
COL_318499,41339.10268746829
COL_318575,54815.32485332545
COL_318696,66510.94998543838
COL_318698,212907.1750799325
COL_318712,47762.55944144887
COL_318765,53302.86736905817
COL_319064,53497.71607838643
COL_319104,43109.452776225786
COL_319163,26850.50199819106
COL_319251,35473.867700890965
COL_319500,42927.469845570115
COL_319542,166490.54985776867
COL_319671,58248.22443022025
COL_319675,51132.057733444024
COL_319987,42734.38898944611
COL_319998,27198.956863524218
COL_320000,27198.956863524218
COL_320001,26797.4015539011
COL_320028,35560.09926086777
COL_320128,58761.09843688782
COL_320171,30343.037486557434
COL_320291,65537.05023398196
COL_320376,71527.11005753724
COL_320430,20728.745029954884
COL_320446,33289.70032410171
COL_320452,30338.346692937535
COL_320470,28354.949010819677
COL_320478,49128.11423545448
COL_320498,53890.17386131572
COL_320518,39902.866123313266
COL_320693,50514.922902856386
COL_320824,52076.209769760746
COL_320905,22666.988313884176
COL_320942,134858.80558571432
COL_320966,37098.70811533296
COL_321061,61879.40093158659
COL_321088,67480.9535354662
COL_321099,55311.94954801961
COL_321128,156183.8998748244
COL_321407,44135.53085551921
COL_321417,52994.06385783096
COL_321427,50902.01003756427
COL_321474,41246.26451273102
COL_321621,29906.933443276354
COL_321670,47707.555910032206
COL_321677,36440.70122061295
COL_321820,33424.01264474507
COL_322106,41761.53052891203
COL_322266,26328.253828647717
COL_322288,55982.98890536441
COL_322290,55163.19306156621
COL_322311,41270.013802260524
COL_322356,49553.67150517321
COL_322378,34245.29950553809
COL_322380,36851.49855808367
COL_322428,54208.84187628594
COL_322436,40871.274842119295
COL_322462,46295.081357424875
COL_322463,25203.372582690226
COL_322511,51052.84212807028
COL_322568,46820.954248585884
COL_322595,44088.67621920448
COL_322623,24846.61886991064
COL_322624,59180.54726004817
COL_322665,48140.45585374622
COL_322676,71218.24538444412
COL_322749,34262.45089358231
COL_322954,32037.705036605123
COL_323025,54419.5414056874
COL_323034,52880.103101987304
COL_323061,49103.75733520997
COL_323075,20119.5499187553
COL_323078,36177.72850680217
COL_323084,38264.10487726076
COL_323247,39193.91268060249
COL_323258,55361.134043205
COL_323261,67182.43577824444
COL_323330,52376.96924063531
COL_323355,96580.48744382797
COL_323590,31222.054411167865
COL_323647,24294.096291002472
COL_323671,45197.769097811506
COL_323683,250577.0271695692
COL_323882,62298.36888468214
COL_323938,66918.42880013835
COL_324197,121043.63577863267
COL_324268,26678.86872887037
COL_324269,32989.117654621085
COL_324455,113899.6946116081
COL_324459,57396.89140974034
COL_324622,55190.36543509738
COL_324655,34372.44949792787
COL_324779,24907.040390511298
COL_324786,136728.2986585192
COL_324787,130609.98804149905
COL_324926,47047.03028377566
COL_324927,56979.830889494246
COL_324936,25268.622026944613
COL_324940,252891.39314234632
COL_324941,51581.94019977457
COL_325131,62960.38855740435
COL_325182,40621.37377862818
COL_325196,41838.21697118143
COL_325210,48734.29851726626
COL_325348,42329.56170717065
COL_325392,31642.889098251282
COL_325405,51975.6951197299
COL_325545,138405.2475047504
COL_325588,56235.62231743761
COL_325648,55907.148395008226
COL_325649,56641.25290747171
COL_325650,47821.67836837849
COL_325651,58492.71384512139
COL_325652,47821.67836837849
COL_325653,52387.23111990856
COL_325696,60095.15531710017
COL_325699,38882.98855873719
COL_325703,34471.81473421324
COL_325707,42967.91263056914
COL_325847,49547.60176465647
COL_325884,36308.14958670451
COL_325904,60543.88503063222
COL_325905,39164.32653382303
COL_325942,100090.28184543588
COL_325998,172274.62620026188
COL_326043,37739.41981633123
COL_326045,37580.24841587933
COL_326068,50285.106666581196
COL_326108,42614.95079609431
COL_326130,123019.93031664239
COL_326171,45065.077220899475
COL_326268,46277.70222466821
COL_326466,39405.417541159324
COL_326531,35710.166464466296
COL_326680,54217.89389961483
COL_326753,48277.368295049804
COL_326804,68305.5404957053
COL_326997,58898.83257402309
COL_327062,28487.998865171936
COL_327071,24753.118541954078
COL_327138,40688.06351099237
COL_327471,43798.33320572441
COL_327568,24181.548862286483
COL_327627,62130.788770009625
COL_327732,38749.6526893301
COL_328038,134114.94964561542
COL_328039,131940.25466634354
COL_328086,34683.22375596615
COL_328127,65863.38241647226
COL_328128,39289.08061944785
COL_328240,41407.90189977526
COL_328284,59006.16734498498
COL_328358,36652.90060543529
COL_328408,35353.58036788393
COL_328598,46594.94305317089
COL_328785,36268.82380890909
COL_328832,58396.59261312739
COL_328912,41205.26649757322
COL_328916,42141.36774792351
COL_328952,47303.04427186825
COL_328998,38232.21765124077
COL_329153,60549.711467843845
COL_329196,41697.86286597712
COL_329239,58154.270885406935
COL_329262,55447.075463672896
COL_329356,40877.47401403021
COL_329509,57285.14054848761
COL_329554,33910.80501015138
COL_329557,41591.75156895647
COL_329663,40724.521853986385
COL_329708,45858.162589474
COL_329757,16978.36782451604
COL_329828,50257.342172100834
COL_329829,50688.12166940519
COL_329857,35399.98003779805
COL_330022,44408.899332101115
COL_330075,35482.7647913689
COL_330085,43672.98008790207
COL_330199,68540.38191935365
COL_330234,32697.09763993534
COL_330254,81339.0330480229
COL_330260,71571.07937022555
COL_330277,72560.16494752801
COL_330324,40515.55229639705
COL_330335,30266.36470126499
COL_330474,41677.74956580404
COL_330477,31771.09495306735
COL_330553,70892.15497106963
COL_330624,36631.15741677739
COL_330666,38907.73298705005
COL_331046,65727.04465185251
COL_331047,55889.7401605754
COL_331049,48996.23860169703
COL_331062,226608.31952988796
COL_331205,169946.39358785987
COL_331263,49406.16491862336
COL_331270,39096.16847130477
COL_331278,50130.362180654396
COL_331289,28673.86447962151
COL_331365,41032.380538786725
COL_331412,42026.9595476294
COL_331441,40740.27227895718
COL_331442,39254.785407019335
COL_331466,24315.804517666424
COL_331559,32933.078134956544
COL_331572,58504.31761932276
COL_331601,34551.161072369425
COL_331762,30514.87568936945
COL_332006,27682.826164890503
COL_332433,49229.093670840084
COL_332669,52211.967404027564
COL_332717,17076.393871357504
COL_332726,55242.735542190574
COL_332856,32899.96403553168
COL_332908,202394.63175928933
COL_332909,186060.50772941604
COL_332910,186060.50772941604
COL_332939,55868.99517498001
COL_333190,202394.63175928933
COL_333309,63828.95409824666
COL_333329,35128.36495570366
COL_333350,46192.76783179291
COL_333390,39812.80868879483
COL_333472,47070.556647648606
COL_333473,126676.40965009398
COL_333518,34493.77527719657
COL_333530,54112.9331640491
COL_333545,150505.99156699295
COL_333556,26616.199539230678
COL_333576,31198.447048805294
COL_333736,26494.618696719313
COL_333788,55588.54523308467
COL_333866,32761.29878324652
COL_333867,23759.73181426699
COL_333928,62832.65623971315
COL_333957,46818.603124187575
COL_334037,64032.107861295655
COL_334047,46884.85450685427
COL_334091,129550.18047133036
COL_334183,38446.871016384925
COL_334229,48143.952263403975
COL_334288,163834.8349748282
COL_334468,34455.577334057714
COL_334548,27054.536612729567
COL_334639,32051.213334756692
COL_334741,36278.51266162088
COL_334989,55046.74597497453
COL_335047,48332.45076407008
COL_335092,41808.072494212596
COL_335505,65618.7917167201
COL_335523,40306.42856075166
COL_335574,61172.05741817673
COL_335589,40223.490073566434
COL_335708,63367.92942747162
COL_335714,58473.8564812861
COL_335836,42421.75081710391
COL_336093,40316.61243581445
COL_336095,34376.74259956949
COL_336259,38272.9742306775
COL_336264,33549.076959891994
COL_336267,35793.72865923358
COL_336462,119140.59105676736
COL_336493,59447.794925700764
COL_336495,52486.76589236045
COL_336499,57028.602553567674
COL_336531,34967.1236598753
COL_336685,35519.56094794114
COL_336736,57066.969809902286
COL_336855,36394.10054254173
COL_336874,44540.82235022051
COL_336932,25980.238931921303
COL_336963,128024.43496422151
COL_336967,39382.83675214528
COL_337195,64493.8749301898
COL_337254,59300.48675345866
COL_337273,60197.97168682153
COL_337309,66319.81770683674
COL_337318,31623.31596061418
COL_337346,29587.5264042239
COL_337386,46851.74896061787
COL_337590,23358.401265964145
COL_337593,31327.289779505034
COL_337666,42691.21789050088
COL_337681,44709.581771924975
COL_337895,31062.295510495565
COL_337901,61358.0560778871
COL_337971,49353.29397503221
COL_338002,32303.074166298076
COL_338038,63701.28966497812
COL_338039,60649.1272582094
COL_338276,26068.56078214739
COL_338279,57787.841156609036
COL_338421,23942.46174414777
COL_338506,38745.59958904981
COL_338557,62224.91995117026
COL_338558,55893.92611652641
COL_338559,62167.54451913963
COL_338560,59254.45718720107
COL_338561,59855.477662294375
COL_338562,63727.41231493886
COL_338607,49151.13902331839
COL_338609,44499.89347415426
COL_338673,31761.352706101632
COL_338850,25574.40282950766
COL_338864,48821.47582542575
COL_338944,34813.5834990092
COL_339089,61907.81874949387
COL_339113,33738.85062956207
COL_339428,34694.54846548819
COL_339440,27213.381115318403
COL_339645,22954.949576239436
COL_339657,44793.40499161514
COL_339727,45023.55106434948
COL_339728,45023.55106434948
COL_339729,55953.86507909112
COL_339772,53388.74677373437
COL_339793,47448.73962765085
COL_339822,26190.921581203416
COL_339866,50882.693101475415
COL_339878,83610.35644373187
COL_339889,36100.76959241283
COL_339893,32063.945979450105
COL_339912,60782.100295046235
COL_339987,32386.860921059575
COL_339993,57723.97856172414
COL_340011,53737.188092327975
COL_340117,40976.12544515274
COL_340369,49518.234851517904
COL_340447,79389.06131168446
COL_340462,42845.14977229184
COL_340506,30899.975853422093
COL_340519,62430.41146349492
COL_340520,54956.400614001075
COL_340521,45232.01434724134
COL_340655,618398.2996308574
COL_340657,42520.8058685167
COL_340794,129300.44840053427
COL_340796,41663.055080155085
COL_340898,112216.93210097065
COL_340975,28369.70158415068
COL_340994,54577.14420998212
COL_340995,48347.555522218936
COL_341014,41238.01893709247
COL_341069,115229.97072434484
COL_341070,36866.30410929436
COL_341184,48421.26218768928
COL_341212,42110.35210431917
COL_341220,55796.83420610488
COL_341237,47563.4799002073
COL_341310,52750.37633075387
COL_341351,32793.50292734924
COL_341414,60635.63067387646
COL_341465,38299.66182973866
COL_341487,32759.27398749919
COL_341496,39276.82451177744
COL_341683,36125.18379062893
COL_341692,26743.236222789114
COL_341722,54836.55894589791
COL_341744,48052.45750670941
COL_341762,52143.91697366974
COL_341805,32347.47885468175
COL_341889,41209.07022129281
COL_341936,45932.67214152483
COL_342040,53413.5268269927
COL_342111,62713.3070975567
COL_342208,53381.10599649263
COL_342209,34751.628427546624
COL_342211,53153.70241967828
COL_342212,35000.01770315363
COL_342258,44041.81109894671
COL_342326,64357.72540656066
COL_342405,38976.03673654126
COL_342407,40854.18791656737
COL_342425,69269.21361249361
COL_342426,71768.24099609042
COL_342438,55543.54641700246
COL_342505,68009.46064487204
COL_342623,28557.889000070896
COL_342714,64720.89478688616
COL_342734,23200.740289934532
COL_342947,54380.35919686355
COL_342948,29490.176052486942
COL_343030,32896.03348926428
COL_343036,45906.52038929609
COL_343039,39483.538030510244
COL_343047,47157.89032615892
COL_343070,24279.44617086165
COL_343169,113252.90596374405
COL_343269,30825.577903846188
COL_343324,45730.995464011066
COL_343430,38538.982320761315
COL_343527,33432.46350094562
COL_343636,37934.770124576455
COL_343649,51682.640843950685
COL_343852,33555.45588744102
COL_343866,58810.148052021796
COL_343993,60698.68948440589
COL_344179,33167.48187826125
COL_344278,46342.98970493762
COL_344298,22670.80974399207
COL_344312,72699.44351470035
COL_344350,41316.17666043842
COL_344578,46457.470781294905
COL_344772,33239.07580864164
COL_344807,43835.52646848364
COL_344844,28350.83676328682
COL_344845,40095.0422973038
COL_344887,38185.07338408897
COL_344960,46579.34357653737
COL_344969,211849.42735243813
COL_345017,35833.22805195028
COL_345055,33329.5107123434
COL_345062,118141.38856481717
COL_345102,60080.99212615939
COL_345117,125013.19635469146
COL_345119,109589.11575787574
COL_345171,48988.10986073568
COL_345187,58195.4596436422
COL_345195,169855.59087211796
COL_345287,51784.51871091366
COL_345351,46559.35162842028
COL_345558,36319.63303175983
COL_345594,32993.24005677835
COL_345718,43778.03719997238
COL_345723,32048.409087259064
COL_345736,40490.34869884438
COL_345839,40483.44574432326
COL_345884,26256.635347569303
COL_345971,18774.7278868159
COL_345996,49563.35973989311
COL_346013,142840.3390118998
COL_346015,129363.11744033612
COL_346208,58520.90025847353
COL_346276,47929.73414802905
COL_346296,48392.14133580576
COL_346516,62696.35345879515
COL_346518,52102.84258979307
COL_346522,114803.69793973684
COL_346623,60349.54548491405
COL_346677,121705.69263153852
COL_346698,32511.156072934158
COL_346776,54974.13005363065
COL_346813,51771.18373507863
COL_346829,37251.74605322827
COL_346974,53029.2754244657
COL_346975,57003.2969823177
COL_347000,44347.89832721593
COL_347011,72814.5089942735
COL_347186,61722.227345314765
COL_347284,61409.437999697795
COL_347293,36215.34925344289
COL_347332,43204.38749476375
COL_347353,45004.81654808465
COL_347436,82077.45636890546
COL_347488,41135.560540055274
COL_347618,40359.42059001242
COL_347620,25157.7987747413
COL_347621,36571.850053247064
COL_347634,48587.69426782132
COL_347686,38867.86287798124
COL_347694,34763.743816083734
COL_347737,60401.18075610814
COL_347777,48929.233024399786
COL_347852,36045.260622216025
COL_347970,31015.578404102635
COL_348009,34326.87788583585
COL_348076,124240.72796079764
COL_348077,112531.79567305268
COL_348272,57204.89191712702
COL_348274,48410.31305869767
COL_348275,43125.45695258499
COL_348278,36371.39401766387
COL_348281,40233.16584663621
COL_348383,56353.89288592888
COL_348436,24574.005861453657
COL_348447,36238.39100770704
COL_348483,32437.96273265418
COL_348681,56913.71746219794
COL_348731,42579.47214881468
COL_348733,47135.96261078531
COL_348757,51812.76470785505
COL_348893,35808.46425172283
COL_349002,127742.12188603125
COL_349029,68823.54625110324
COL_349110,32825.182063004126
COL_349213,35614.63174582749
COL_349214,33102.985116620504
COL_349215,30075.067998602644
COL_349216,34847.39380180922
COL_349601,30470.783776065982
COL_349602,35927.086350901554
COL_349643,27868.98100707233
COL_349719,63642.903778809115
COL_349774,45201.18803720847
COL_349777,30933.33493175414
COL_350115,37875.42954772367
COL_350169,32347.47885468175
COL_350175,105712.6944636625
COL_350245,34811.234521357066
COL_350246,39299.19246283558
COL_350338,49016.057460944554
COL_350353,44992.203963391315
COL_350357,65203.46530989451
COL_350456,33158.27116710227
COL_350457,25622.603383769983
COL_350458,46443.821456388316
COL_350459,41843.62649080794
COL_350476,33420.15333484023
COL_350497,459593.9867227644
COL_350564,453441.0283842998
COL_350594,53242.93920050113
COL_350743,40644.75015927568
COL_350761,161859.5604750592
COL_350762,165241.06754275216
COL_350764,115999.45438440163
COL_350784,49186.59910589639
COL_350851,47382.47700805527
COL_351049,43095.22122071611
